Time (sec),ECU: A/F Corr. B1 (%),ECU: A/F Corr. B2 (%),ECU: Active Map (#),ECU: Air Fuel B1 (AFR),ECU: Air Fuel B1 CMD (AFR),ECU: Air Fuel B2 (AFR),ECU: Air Fuel B2 CMD (AFR),ECU: Ethanol % (%),ECU: Fuel Pressure (PSI),ECU: Gear (Gear),ECU: Ign Advance (°),ECU: Inj. Duty Cycle (%),ECU: Int. Cam Adv B1 (°),ECU: Int. Cam Adv B2 (°),ECU: Intake Air Temp (° F),ECU: Knock Sums (raw),ECU: LTFT B1 (%),ECU: LTFT B2 (%),ECU: Limp Status (Safety) (raw),ECU: MAP (PSI),ECU: RPM (RPM),ECU: STFT B1 (%),ECU: STFT B2 (%),ECU: Theo. PW (ms),ECU: Throttle Pos. B1 (%),ECU: Vehicle Speed (mph),ECU: Wastegate Duty (%),TCM: Clutch A Slip (RPM),TCM: Clutch B Slip (RPM),AP Info:[AP3-NIS-006 v1.7.3.0-14238][2011 Nissan GT-R USDM Speed Density][Reflash: 2011 USDM SD FF 1700ID A12x Bach Racing 12426 v800.ptm - TCM: KB51B VDC OFF Stock Style LC4 v101.ptm]
53.669,119,112,1.00,13.67,13.52,13.08,13.52,81,59.61,2,34,2.63,-0.50,0.00,117,0,100,100,0,-7.25,1525,119,112,3.00,17.0,14,0.00,37,493,0
53.725,118,111,1.00,13.52,13.52,13.08,13.52,81,59.61,2,34,2.62,-0.50,0.00,117,0,100,100,0,-7.32,1525,118,111,3.00,17.1,14,0.00,32,490,0
53.780,115,111,1.00,13.23,13.52,12.94,13.52,81,59.03,2,35,2.59,0.00,0.00,117,0,100,100,0,-7.25,1538,115,111,3.00,17.0,14,0.00,38,498,0
53.834,114,110,1.00,13.08,13.52,12.94,13.52,81,59.79,2,35,2.58,0.00,0.00,117,0,100,100,0,-7.43,1550,114,110,3.00,17.0,14,0.00,50,513,0
53.919,113,109,1.00,12.94,13.52,12.94,13.52,81,59.50,2,35,2.60,-0.50,0.00,117,0,100,100,0,-7.32,1562,113,109,3.00,17.0,14,0.00,54,520,0
53.987,112,108,1.00,12.94,13.52,12.94,13.52,81,58.96,2,35,2.60,0.00,0.00,117,0,100,100,0,-7.36,1562,112,108,3.00,17.1,14,0.00,39,510,0
54.042,110,107,1.00,12.94,13.52,13.23,13.52,81,59.46,2,35,2.50,-0.50,0.00,117,0,100,100,0,-7.54,1538,110,107,2.80,17.2,14,0.00,10,479,0
54.107,113,110,1.00,13.23,13.52,13.38,13.52,81,59.21,2,34,2.56,0.00,0.00,117,0,100,100,0,-7.50,1538,113,110,3.00,17.2,14,0.00,0,472,0
54.172,115,111,1.00,13.52,13.52,13.67,13.52,81,59.21,2,34,2.58,0.00,0.00,117,0,100,100,0,-7.43,1550,115,111,2.80,17.2,14,0.00,12,485,0
54.225,116,113,1.00,13.67,13.52,13.82,13.52,81,59.54,2,35,2.60,0.00,0.00,117,0,100,100,0,-7.54,1562,116,113,2.80,17.2,15,0.00,11,491,0
54.292,117,114,1.00,13.96,13.52,13.96,13.52,81,59.17,2,35,2.64,0.00,0.00,117,0,100,100,0,-7.43,1562,117,114,3.00,17.2,15,0.00,7,486,0
54.359,119,115,1.00,14.11,13.52,14.11,13.52,81,59.54,2,35,2.62,-0.50,0.00,117,0,100,100,0,-7.43,1562,119,115,2.80,17.2,15,0.00,2,482,0
54.432,120,117,1.00,14.41,13.52,14.26,13.52,81,59.61,2,35,2.74,-0.50,0.00,117,0,100,100,0,-7.36,1588,120,117,3.00,17.1,15,0.00,8,494,0
54.496,120,118,1.00,14.55,13.52,14.41,13.52,81,59.14,2,35,2.74,-0.50,0.00,117,0,100,100,0,-7.32,1588,120,118,3.00,17.1,15,0.00,4,492,0
54.559,120,120,1.00,14.55,13.52,14.41,13.52,81,58.96,2,35,2.70,0.00,0.00,117,0,100,100,0,-7.50,1588,120,120,2.80,16.8,15,0.00,0,488,0
54.622,120,120,1.00,14.55,13.52,14.41,13.52,81,59.10,2,34,2.75,0.00,0.00,117,0,100,100,0,-7.61,1600,120,120,3.00,16.7,15,0.00,0,491,0
54.681,120,120,1.00,14.55,13.52,14.41,13.52,81,58.99,2,35,2.67,0.00,0.00,117,0,100,100,0,-7.83,1612,120,120,2.80,16.7,15,0.00,4,498,0
54.740,120,120,1.00,14.41,13.52,14.26,13.52,81,58.52,2,35,2.67,-0.50,0.00,117,0,100,100,0,-7.79,1612,120,120,2.80,16.8,16,0.00,0,496,0
54.815,120,120,1.00,14.26,13.52,14.11,13.52,81,58.56,2,35,2.65,0.00,0.00,117,0,100,100,0,-7.97,1612,120,120,2.60,16.8,16,0.00,0,497,0
54.873,120,119,1.00,14.11,13.52,13.82,13.52,81,58.45,2,35,2.69,0.00,0.00,117,0,100,100,0,-8.01,1625,120,119,2.60,16.8,16,0.00,2,501,0
54.933,120,118,1.00,14.11,13.52,13.67,13.52,81,58.63,2,35,2.66,0.00,0.00,117,0,100,100,0,-8.08,1638,120,118,2.60,16.7,16,0.00,2,504,0
55.001,119,117,1.00,13.96,13.52,13.52,13.52,81,58.30,2,35,2.67,0.00,0.00,117,0,100,100,0,-7.97,1638,119,117,2.60,16.8,16,0.00,3,504,0
55.054,120,117,1.00,13.96,13.52,13.52,13.52,81,58.56,2,35,2.65,0.50,0.00,117,0,100,100,0,-8.19,1638,120,117,2.60,16.8,16,0.00,0,503,0
55.119,120,117,1.00,13.96,13.52,13.52,13.52,81,58.67,2,35,2.69,0.50,0.00,117,0,100,100,0,-8.12,1650,120,117,2.60,16.8,16,0.00,3,511,0
55.181,120,117,1.00,13.96,13.52,13.52,13.52,81,58.45,2,35,2.63,-0.50,0.00,117,0,100,100,0,-8.30,1650,120,117,2.60,17.1,16,0.00,0,509,0
55.231,120,117,1.00,14.11,13.52,13.52,13.52,81,58.30,2,35,2.65,-0.50,0.00,117,0,100,100,0,-8.12,1650,120,117,2.60,17.1,16,0.00,0,509,0
55.297,120,118,1.00,14.11,13.52,13.67,13.52,81,58.48,2,35,2.69,0.00,0.00,117,0,100,100,0,-8.12,1662,120,118,2.60,17.1,16,0.00,1,513,0
55.354,120,119,1.00,14.11,13.52,13.67,13.52,81,58.52,2,35,2.69,0.00,0.00,117,0,100,100,0,-8.01,1662,120,119,2.60,17.1,16,0.00,8,520,0
55.403,120,120,1.00,14.11,13.52,13.82,13.52,81,59.03,2,36,2.76,0.50,0.00,117,0,100,100,0,-7.90,1675,120,120,2.60,17.1,16,0.00,1,515,0
55.466,120,120,1.00,14.26,13.52,13.82,13.52,81,58.70,2,36,2.75,-0.50,0.00,117,0,100,100,0,-8.08,1675,120,120,2.60,17.1,16,0.00,2,516,0
55.525,120,120,1.00,14.26,13.52,13.96,13.52,81,58.48,2,36,2.78,-0.50,0.00,117,0,100,100,0,-7.90,1688,120,120,2.80,17.3,16,0.00,0,516,0
